step,accepted_by_metric,alpha,corr_fro,coverage,f_score,jsd,jsd_exact,kl,kl_exact,mmd,model_label,precision,recall,support_match,training_loss,tvd,tvd_exact,validity
-1,,1.0,,,,,,,,0.01725682047617398,baseline,,,,,,,
-4,nan,,10.638575253359317,nan,nan,0.6169913197898974,0.6194033995821435,9.44335119553382,3.259413596132441,0.04959820955991745,ensemble_final,nan,nan,nan,nan,0.6547567093705864,0.6854368147108503,nan
-5,nan,,7.798868258614201,nan,nan,0.5625854611945214,0.5478298711721057,9.389772579913306,3.1288077044744615,0.021061360836029053,ensemble_fcfw,nan,nan,nan,nan,0.5089740012441142,0.494021431672791,nan
0,True,1.0,,,,,,,,0.01725682047617398,ensemble_step,,,,0.01725682047617398,,,
1,False,0.125,,,,,,,,0.027241282924943155,ensemble_step,,,,0.027241282924943155,,,
2,False,0.08333333333333333,,,,,,,,0.03416765033279047,ensemble_step,,,,0.03416765033279047,,,
3,False,0.06250000000000001,,,,,,,,0.039374232680468954,ensemble_step,,,,0.039374232680468954,,,
4,False,0.05,,,,,,,,0.04355930136528326,ensemble_step,,,,0.04355930136528326,,,
5,False,0.04166666666666666,,,,,,,,0.04699456807521313,ensemble_step,,,,0.04699456807521313,,,
6,False,0.03571428571428572,,,,,,,,0.04992223901119583,ensemble_step,,,,0.04992223901119583,,,
7,False,0.03125,,,,,,,,0.052487971055125565,ensemble_step,,,,0.052487971055125565,,,
8,False,0.027777777777777776,,,,,,,,0.054740974511556684,ensemble_step,,,,0.054740974511556684,,,
9,False,0.025,,,,,,,,0.056746885602046104,ensemble_step,,,,0.056746885602046104,,,
