step,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,training_loss,tvd,validity
-1,1.0,,,,,,0.017083573511346952,baseline,,,,,,
-4,,nan,nan,nan,nan,nan,0.00454567440314801,ensemble_final,nan,nan,nan,nan,nan,nan
-5,,nan,nan,nan,nan,nan,0.0036628857194454505,ensemble_fcfw,nan,nan,nan,nan,nan,nan
0,1.0,,,,,,0.017083573511346952,ensemble_step,,,,0.017083573511346952,,
1,0.5,,,,,,0.017206333320617193,ensemble_step,,,,0.017206333320617193,,
2,0.3333333333333333,,,,,,0.017373099893304534,ensemble_step,,,,0.017373099893304534,,
3,0.25,,,,,,0.014486486745404953,ensemble_step,,,,0.014486486745404953,,
4,0.2,,,,,,0.012020452277429745,ensemble_step,,,,0.012020452277429745,,
5,0.16666666666666663,,,,,,0.008178716734235219,ensemble_step,,,,0.008178716734235219,,
6,0.14285714285714288,,,,,,0.006392621946866461,ensemble_step,,,,0.006392621946866461,,
7,0.125,,,,,,0.0056372832215923555,ensemble_step,,,,0.0056372832215923555,,
8,0.11111111111111108,,,,,,0.00454567440314801,ensemble_step,,,,0.00454567440314801,,
