step,accepted_by_metric,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,test_mmd,test_mmd_fcfw,training_loss,tvd,validity
-1,,1.0,,,,,,0.009891084142086448,baseline,,,,,,,,
-4,nan,,nan,nan,nan,nan,nan,0.0034572082114717184,ensemble_final,nan,nan,nan,0.0051316690855740255,0.003887052004254904,nan,nan,nan
-5,nan,,nan,nan,nan,nan,nan,0.002786356023399078,ensemble_fcfw,nan,nan,nan,nan,nan,nan,nan,nan
0,True,1.0,,,,,,0.009891084142086448,ensemble_step,,,,,,0.009891084142086448,,
1,True,0.25,,,,,,0.009761586199135142,ensemble_step,,,,,,0.009761586199135142,,
2,True,0.16666666666666666,,,,,,0.008718750685395293,ensemble_step,,,,,,0.008718750685395293,,
3,True,0.125,,,,,,0.006337047443433941,ensemble_step,,,,,,0.006337047443433941,,
4,True,0.1,,,,,,0.005693282338721711,ensemble_step,,,,,,0.005693282338721711,,
5,True,0.08333333333333333,,,,,,0.004613051741058,ensemble_step,,,,,,0.004613051741058,,
6,True,0.07142857142857142,,,,,,0.00448095237828694,ensemble_step,,,,,,0.00448095237828694,,
7,True,0.06250000000000001,,,,,,0.0040641372209485604,ensemble_step,,,,,,0.0040641372209485604,,
8,True,0.05555555555555554,,,,,,0.0037762602446673454,ensemble_step,,,,,,0.0037762602446673454,,
9,True,0.05,,,,,,0.0034572082114717184,ensemble_step,,,,,,0.0034572082114717184,,
