step,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,training_loss,tvd,validity
-1,1.0,,,,,,0.01713187159351345,baseline,,,,,,
-4,,nan,nan,nan,nan,nan,0.004381565949659294,ensemble_final,nan,nan,nan,nan,nan,nan
-5,,nan,nan,nan,nan,nan,0.0030100203502338055,ensemble_fcfw,nan,nan,nan,nan,nan,nan
0,1.0,,,,,,0.01713187159351345,ensemble_step,,,,0.01713187159351345,,
1,0.5,,,,,,0.017284750078173598,ensemble_step,,,,0.017284750078173598,,
2,0.3333333333333333,,,,,,0.017466618481860388,ensemble_step,,,,0.017466618481860388,,
3,0.25,,,,,,0.014722178962865214,ensemble_step,,,,0.014722178962865214,,
4,0.2,,,,,,0.011980987671413446,ensemble_step,,,,0.011980987671413446,,
5,0.16666666666666663,,,,,,0.00805316696797438,ensemble_step,,,,0.00805316696797438,,
6,0.14285714285714288,,,,,,0.006519880914013704,ensemble_step,,,,0.006519880914013704,,
7,0.125,,,,,,0.00572779259830768,ensemble_step,,,,0.00572779259830768,,
8,0.11111111111111108,,,,,,0.004718712401868584,ensemble_step,,,,0.004718712401868584,,
9,0.10000000000000003,,,,,,0.004381565949659294,ensemble_step,,,,0.004381565949659294,,
